2014-05-15--00,3
2014-05-15--01,4
2014-05-15--02,22
2014-05-15--03,4
2014-05-15--04,3
2014-05-15--05,3
2014-05-15--06,3
2014-05-15--07,3
2014-05-15--08,3
2014-05-15--09,2
2014-05-15--10,0
2014-05-15--11,0
2014-05-15--12,0
2014-05-15--13,1
2014-05-15--14,0
2014-05-15--15,0
2014-05-15--16,0
2014-05-15--17,0
2014-05-15--18,0
2014-05-15--19,0
2014-05-15--20,0
2014-05-15--21,0
2014-05-15--22,0
2014-05-15--23,0
2014-05-16--00,0
2014-05-16--01,0
2014-05-16--02,0
2014-05-16--03,0
2014-05-16--04,0
2014-05-16--05,0
2014-05-16--06,0
2014-05-16--07,0
2014-05-16--08,0
2014-05-16--09,0
2014-05-16--10,0
2014-05-16--11,0
2014-05-16--12,0
2014-05-16--13,1
2014-05-16--14,2
2014-05-16--15,1
2014-05-16--16,1
2014-05-16--17,1
2014-05-16--18,1
2014-05-16--19,1
2014-05-16--20,1
2014-05-16--21,1
2014-05-16--22,1
2014-05-16--23,1
2014-05-17--00,0
2014-05-17--01,1
2014-05-17--02,1
2014-05-17--03,1
2014-05-17--04,1
2014-05-17--05,1
2014-05-17--06,1
2014-05-17--07,1
2014-05-17--08,1
2014-05-17--09,1
2014-05-17--10,1
2014-05-17--11,20
2014-05-17--12,1
2014-05-17--13,2
2014-05-17--14,2
2014-05-17--15,2
2014-05-17--16,2
2014-05-17--17,2
2014-05-17--18,4
2014-05-17--19,4
2014-05-17--20,4
2014-05-17--21,4
2014-05-17--22,4
2014-05-17--23,4
2014-05-18--00,4
2014-05-18--01,4
2014-05-18--02,4
2014-05-18--03,4
2014-05-18--04,4
2014-05-18--05,5
2014-05-18--06,32
2014-05-18--07,31
2014-05-18--08,6
2014-05-18--09,4
2014-05-18--10,7
2014-05-18--11,7
2014-05-18--12,6
2014-05-18--13,7
2014-05-18--14,6
2014-05-18--15,6
2014-05-18--16,4
2014-05-18--17,4
2014-05-18--18,4
2014-05-18--19,3
2014-05-18--20,3
2014-05-18--21,3
2014-05-18--22,3
2014-05-18--23,3
2014-05-19--00,3
2014-05-19--01,3
2014-05-19--02,3
2014-05-19--03,3
2014-05-19--04,3
2014-05-19--05,3
2014-05-19--06,3
2014-05-19--07,3
2014-05-19--08,3
2014-05-19--09,3
2014-05-19--10,1
2014-05-19--11,1
2014-05-19--12,1
2014-05-19--13,1
2014-05-19--14,1
2014-05-19--15,0
2014-05-19--16,0
2014-05-19--17,0
2014-05-19--18,0
2014-05-19--19,0
2014-05-19--20,1
2014-05-19--21,1
2014-05-19--22,1
2014-05-19--23,1
2014-05-20--00,1
2014-05-20--01,1
2014-05-20--02,1
2014-05-20--03,1
2014-05-20--04,1
2014-05-20--05,1
2014-05-20--06,1
2014-05-20--07,1
2014-05-20--08,1
2014-05-20--09,1
2014-05-20--10,1
2014-05-20--11,1
2014-05-20--12,1
2014-05-20--13,1
2014-05-20--14,1
2014-05-20--15,1
2014-05-20--16,1
2014-05-20--17,0
2014-05-20--18,0
2014-05-20--19,0
2014-05-20--20,0
2014-05-20--21,0
2014-05-20--22,0
2014-05-20--23,0
2014-05-21--00,0
2014-05-21--01,0
2014-05-21--02,0
2014-05-21--03,0
2014-05-21--04,0
2014-05-21--05,0
2014-05-21--06,3
2014-05-21--07,3
2014-05-21--08,0
2014-05-21--09,0
2014-05-21--10,0
2014-05-21--11,0
2014-05-21--12,0
2014-05-21--13,0
2014-05-21--14,0
2014-05-21--15,0
2014-05-21--16,0
2014-05-21--17,4
2014-05-21--18,1
2014-05-21--19,2
2014-05-21--20,2
2014-05-21--21,2
2014-05-21--22,2
2014-05-21--23,2
2014-05-22--00,2
2014-05-22--01,2
2014-05-22--02,2
2014-05-22--03,2
2014-05-22--04,2
2014-05-22--05,2
2014-05-22--06,41
2014-05-22--07,10
2014-05-22--08,6
2014-05-22--09,5
2014-05-22--10,2
2014-05-22--11,2
2014-05-22--12,1
2014-05-22--13,1
2014-05-22--14,1
2014-05-22--15,0
2014-05-22--16,0
2014-05-22--17,0
2014-05-22--18,0
2014-05-22--19,0
2014-05-22--20,0
2014-05-22--21,0
2014-05-22--22,0
2014-05-22--23,0
2014-05-23--00,6
2014-05-23--01,6
2014-05-23--02,0
2014-05-23--03,0
2014-05-23--04,0
2014-05-23--05,0
2014-05-23--06,0
2014-05-23--07,0
2014-05-23--08,0
2014-05-23--09,0
2014-05-23--10,0
2014-05-23--11,0
2014-05-23--12,0
2014-05-23--13,0
2014-05-23--14,0
2014-05-23--15,0
2014-05-23--16,3
2014-05-23--17,3
2014-05-23--18,0
2014-05-23--19,3
2014-05-23--20,3
2014-05-23--21,3
2014-05-23--22,3
2014-05-23--23,3
2014-05-24--00,3
2014-05-24--01,3
2014-05-24--02,3
2014-05-24--03,3
2014-05-24--04,3
2014-05-24--05,3
2014-05-24--06,3
2014-05-24--07,3
2014-05-24--08,3
2014-05-24--09,3
2014-05-24--10,3
2014-05-24--11,3
2014-05-24--12,3
2014-05-24--13,3
2014-05-24--14,3
2014-05-24--15,3
2014-05-24--16,3
2014-05-24--17,3
2014-05-24--18,3
2014-05-24--19,3
2014-05-24--20,3
2014-05-24--21,3
2014-05-24--22,5
2014-05-24--23,5
2014-05-25--00,5
2014-05-25--01,5
2014-05-25--02,5
2014-05-25--03,5
2014-05-25--04,5
2014-05-25--05,5
2014-05-25--06,5
2014-05-25--07,5
2014-05-25--08,5
2014-05-25--09,9
2014-05-25--10,7
2014-05-25--11,7
2014-05-25--12,9
2014-05-25--13,30
2014-05-25--14,28
2014-05-25--15,11
2014-05-25--16,9
2014-05-25--17,9
2014-05-25--18,9
2014-05-25--19,9
2014-05-25--20,9
2014-05-25--21,9
2014-05-25--22,9
2014-05-25--23,9
2014-05-26--00,7
2014-05-26--01,7
2014-05-26--02,7
2014-05-26--03,7
2014-05-26--04,7
2014-05-26--05,7
2014-05-26--06,7
2014-05-26--07,7
2014-05-26--08,7
2014-05-26--09,5
2014-05-26--10,3
2014-05-26--11,4
2014-05-26--12,4
2014-05-26--13,3
2014-05-26--14,3
2014-05-26--15,3
2014-05-26--16,3
2014-05-26--17,3
2014-05-26--18,4
2014-05-26--19,4
2014-05-26--20,14
2014-05-26--21,13
2014-05-26--22,13
2014-05-26--23,13
2014-05-27--00,13
2014-05-27--01,13
2014-05-27--02,13
2014-05-27--03,13
2014-05-27--04,13
2014-05-27--05,13
2014-05-27--06,13
2014-05-27--07,13
2014-05-27--08,13
2014-05-27--09,4
2014-05-27--10,0
2014-05-27--11,0
2014-05-27--12,0
2014-05-27--13,0
2014-05-27--14,0
2014-05-27--15,0
2014-05-27--16,0
2014-05-27--17,0
2014-05-27--18,0
2014-05-27--19,0
2014-05-27--20,0
2014-05-27--21,0
2014-05-27--22,0
2014-05-27--23,0
2014-05-28--00,0
2014-05-28--01,0
2014-05-28--02,0
2014-05-28--03,0
2014-05-28--04,0
2014-05-28--05,0
2014-05-28--06,0
2014-05-28--07,0
2014-05-28--08,0
2014-05-28--09,0
2014-05-28--10,0
2014-05-28--11,0
2014-05-28--12,0
2014-05-28--13,0
2014-05-28--14,0
2014-05-28--15,2
2014-05-28--16,0
2014-05-28--17,0
2014-05-28--18,0
2014-05-28--19,0
2014-05-28--20,0
2014-05-28--21,0
2014-05-28--22,0
2014-05-28--23,0
2014-05-29--00,0
2014-05-29--01,0
2014-05-29--02,0
2014-05-29--03,0
2014-05-29--04,0
2014-05-29--05,0
2014-05-29--06,0
2014-05-29--07,19
2014-05-29--08,17
2014-05-29--09,0
2014-05-29--10,0
2014-05-29--11,0
2014-05-29--12,0
2014-05-29--13,0
2014-05-29--14,4
2014-05-29--15,3
2014-05-29--16,7
2014-05-29--17,7
2014-05-29--18,7
2014-05-29--19,7
2014-05-29--20,4
2014-05-29--21,4
2014-05-29--22,4
2014-05-29--23,4
2014-05-30--00,4
2014-05-30--01,5
2014-05-30--02,5
2014-05-30--03,4
2014-05-30--04,4
2014-05-30--05,4
2014-05-30--06,4
2014-05-30--07,4
2014-05-30--08,4
2014-05-30--09,4
2014-05-30--10,4
2014-05-30--11,3
2014-05-30--12,3
2014-05-30--13,7
2014-05-30--14,7
2014-05-30--15,7
2014-05-30--16,7
2014-05-30--17,7
2014-05-30--18,11
2014-05-30--19,11
2014-05-30--20,11
2014-05-30--21,8
2014-05-30--22,8
2014-05-30--23,8
2014-05-31--00,9
2014-05-31--01,8
2014-05-31--02,8
2014-05-31--03,8
2014-05-31--04,8
2014-05-31--05,8
2014-05-31--06,8
2014-05-31--07,8
2014-05-31--08,8
2014-05-31--09,8
2014-05-31--10,9
2014-05-31--11,7
2014-05-31--12,10
2014-05-31--13,6
2014-05-31--14,6
2014-05-31--15,6
2014-05-31--16,7
2014-05-31--17,7
2014-05-31--18,7
2014-05-31--19,7
2014-05-31--20,7
2014-05-31--21,15
2014-05-31--22,9
2014-05-31--23,9
2014-06-01--00,9
2014-06-01--01,9
2014-06-01--02,9
2014-06-01--03,9
2014-06-01--04,9
2014-06-01--05,9
2014-06-01--06,105
2014-06-01--07,93
2014-06-01--08,103
2014-06-01--09,104
2014-06-01--10,90
2014-06-01--11,116
2014-06-01--12,92
2014-06-01--13,39
2014-06-01--14,22
2014-06-01--15,14
2014-06-01--16,58
2014-06-01--17,59
2014-06-01--18,61
2014-06-01--19,61
2014-06-01--20,98
2014-06-01--21,70
2014-06-01--22,69
2014-06-01--23,71
2014-06-02--00,69
2014-06-02--01,63
2014-06-02--02,66
2014-06-02--03,71
2014-06-02--04,71
2014-06-02--05,65
2014-06-02--06,64
2014-06-02--07,64
2014-06-02--08,56
2014-06-02--09,71
2014-06-02--10,64
2014-06-02--11,29
2014-06-02--12,0
2014-06-02--13,0
2014-06-02--14,0
2014-06-02--15,13
2014-06-02--16,39
2014-06-02--17,1
2014-06-02--18,1
2014-06-02--19,2
2014-06-02--20,1
2014-06-02--21,1
2014-06-02--22,1
2014-06-02--23,1
2014-06-03--00,1
2014-06-03--01,1
2014-06-03--02,1
2014-06-03--03,1
2014-06-03--04,1
2014-06-03--05,1
2014-06-03--06,1
2014-06-03--07,1
2014-06-03--08,6
2014-06-03--09,5
2014-06-03--10,0
2014-06-03--11,0
2014-06-03--12,0
2014-06-03--13,0
2014-06-03--14,2
2014-06-03--15,0
2014-06-03--16,0
2014-06-03--17,0
2014-06-03--18,0
2014-06-03--19,0
2014-06-03--20,0
2014-06-03--21,0
2014-06-03--22,0
2014-06-03--23,0
2014-06-04--00,0
2014-06-04--01,0
2014-06-04--02,0
2014-06-04--03,0
2014-06-04--04,0
2014-06-04--05,0
2014-06-04--06,0
2014-06-04--07,15
2014-06-04--08,15
2014-06-04--09,0
2014-06-04--10,0
2014-06-04--11,0
2014-06-04--12,0
2014-06-04--13,0
2014-06-04--14,0
2014-06-04--15,2
2014-06-04--16,19
2014-06-04--17,10
2014-06-04--18,8
2014-06-04--19,46
2014-06-04--20,38
2014-06-04--21,32
2014-06-04--22,19
2014-06-04--23,18
2014-06-05--00,21
2014-06-05--01,17
2014-06-05--02,18
2014-06-05--03,55
2014-06-05--04,55
2014-06-05--05,55
2014-06-05--06,55
2014-06-05--07,55
2014-06-05--08,55
2014-06-05--09,14
2014-06-05--10,0
2014-06-05--11,0
2014-06-05--12,1
2014-06-05--13,1
2014-06-05--14,1
2014-06-05--15,0
2014-06-05--16,9
2014-06-05--17,6
2014-06-05--18,8
2014-06-05--19,13
2014-06-05--20,12
2014-06-05--21,8
2014-06-05--22,50
2014-06-05--23,50
2014-06-06--00,50
2014-06-06--01,50
2014-06-06--02,22
2014-06-06--03,8
2014-06-06--04,8
2014-06-06--05,8
2014-06-06--06,8
2014-06-06--07,8
2014-06-06--08,8
2014-06-06--09,8
2014-06-06--10,0
2014-06-06--11,0
2014-06-06--12,0
2014-06-06--13,0
2014-06-06--14,3
2014-06-06--15,3
2014-06-06--16,10
2014-06-06--17,2
2014-06-06--18,1
2014-06-06--19,1
2014-06-06--20,2
2014-06-06--21,5
2014-06-06--22,5
2014-06-06--23,5
2014-06-07--00,5
2014-06-07--01,11
2014-06-07--02,11
2014-06-07--03,11
2014-06-07--04,11
2014-06-07--05,11
2014-06-07--06,11
2014-06-07--07,11
2014-06-07--08,11
2014-06-07--09,11
2014-06-07--10,11
2014-06-07--11,10
2014-06-07--12,10
2014-06-07--13,6
2014-06-07--14,6
2014-06-07--15,0
2014-06-07--16,7
2014-06-07--17,7
2014-06-07--18,8
2014-06-07--19,7
2014-06-07--20,6
2014-06-07--21,6
2014-06-07--22,6
2014-06-07--23,6
2014-06-08--00,6
2014-06-08--01,6
2014-06-08--02,6
2014-06-08--03,6
2014-06-08--04,6
2014-06-08--05,6
2014-06-08--06,6
2014-06-08--07,6
2014-06-08--08,9
2014-06-08--09,6
2014-06-08--10,8
2014-06-08--11,2
2014-06-08--12,2
2014-06-08--13,2
2014-06-08--14,6
2014-06-08--15,6
2014-06-08--16,6
2014-06-08--17,7
2014-06-08--18,9
2014-06-08--19,9
2014-06-08--20,9
2014-06-08--21,9
2014-06-08--22,9
2014-06-08--23,9
2014-06-09--00,9
2014-06-09--01,9
2014-06-09--02,9
2014-06-09--03,9
2014-06-09--04,9
2014-06-09--05,9
2014-06-09--06,9
2014-06-09--07,9
2014-06-09--08,9
2014-06-09--09,4
2014-06-09--10,4
2014-06-09--11,0
2014-06-09--12,0
2014-06-09--13,0
2014-06-09--14,0
2014-06-09--15,0
2014-06-09--16,4
2014-06-09--17,4
2014-06-09--18,10
2014-06-09--19,4
2014-06-09--20,4
2014-06-09--21,8
2014-06-09--22,8
2014-06-09--23,8
2014-06-10--00,8
2014-06-10--01,8
2014-06-10--02,8
2014-06-10--03,8
2014-06-10--04,8
2014-06-10--05,8
2014-06-10--06,8
2014-06-10--07,8
2014-06-10--08,8
2014-06-10--09,8
2014-06-10--10,8
2014-06-10--11,8
2014-06-10--12,8
2014-06-10--13,4
2014-06-10--14,21
2014-06-10--15,29
2014-06-10--16,45
2014-06-10--17,80
2014-06-10--18,10
2014-06-10--19,10
2014-06-10--20,10
2014-06-10--21,10
2014-06-10--22,10
2014-06-10--23,10
2014-06-11--00,10
2014-06-11--01,51
