2014-05-15--00,3
2014-06-11--02,51
2014-06-11--03,51
2014-06-11--04,79
2014-06-11--05,79
2014-06-11--06,79
2014-06-11--07,51
2014-06-11--08,51
2014-06-11--09,10
2014-06-11--10,10
2014-06-11--11,8
2014-06-11--12,11
2014-06-11--13,7
2014-06-11--14,7
2014-06-11--15,7
2014-06-11--16,4
2014-06-11--17,4
2014-06-11--18,4
2014-06-11--19,7
2014-06-11--20,7
2014-06-11--21,7
2014-06-11--22,7
2014-06-11--23,4
2014-06-12--00,4
2014-06-12--01,4
2014-06-12--02,4
2014-06-12--03,4
2014-06-12--04,4
2014-06-12--05,4
2014-06-12--06,4
2014-06-12--07,4
2014-06-12--08,4
2014-06-12--09,4
2014-06-12--10,0
2014-06-12--11,0
2014-06-12--12,0
2014-06-12--13,0
2014-06-12--14,0
2014-06-12--15,0
2014-06-12--16,0
2014-06-12--17,0
2014-06-12--18,34
2014-06-12--19,4
2014-06-12--20,5
2014-06-12--21,5
2014-06-12--22,5
2014-06-12--23,5
2014-06-13--00,4
2014-06-13--01,4
2014-06-13--02,4
2014-06-13--03,4
2014-06-13--04,4
2014-06-13--05,4
2014-06-13--06,4
2014-06-13--07,4
2014-06-13--08,4
2014-06-13--09,4
2014-06-13--10,4
2014-06-13--11,1
2014-06-13--12,1
2014-06-13--13,1
2014-06-13--14,1
2014-06-13--15,5
2014-06-13--16,5
2014-06-13--17,0
2014-06-13--18,0
2014-06-13--19,0
2014-06-13--20,1
2014-06-13--21,2
2014-06-13--22,2
2014-06-13--23,3
2014-06-14--00,2
2014-06-14--01,2
2014-06-14--02,2
2014-06-14--03,5
2014-06-14--04,5
2014-06-14--05,5
2014-06-14--06,5
2014-06-14--07,3
2014-06-14--08,8
2014-06-14--09,5
2014-06-14--10,5
2014-06-14--11,5
2014-06-14--12,8
2014-06-14--13,8
2014-06-14--14,6
2014-06-14--15,6
2014-06-14--16,2
2014-06-14--17,2
2014-06-14--18,2
2014-06-14--19,2
2014-06-14--20,2
2014-06-14--21,2
2014-06-14--22,2
2014-06-14--23,2
2014-06-15--00,2
2014-06-15--01,2
2014-06-15--02,2
2014-06-15--03,2
2014-06-15--04,2
2014-06-15--05,2
2014-06-15--06,2
2014-06-15--07,2
2014-06-15--08,2
2014-06-15--09,3
2014-06-15--10,2
2014-06-15--11,2
2014-06-15--12,2
2014-06-15--13,2
2014-06-15--14,2
2014-06-15--15,2
2014-06-15--16,2
2014-06-15--17,2
2014-06-15--18,2
2014-06-15--19,2
2014-06-15--20,2
2014-06-15--21,2
2014-06-15--22,2
2014-06-15--23,2
2014-06-16--00,2
2014-06-16--01,2
2014-06-16--02,2
2014-06-16--03,2
2014-06-16--04,2
2014-06-16--05,2
2014-06-16--06,2
2014-06-16--07,2
2014-06-16--08,2
2014-06-16--09,2
2014-06-16--10,2
2014-06-16--11,2
2014-06-16--12,2
2014-06-16--13,2
2014-06-16--14,2
2014-06-16--15,2
2014-06-16--16,2
2014-06-16--17,2
2014-06-16--18,2
2014-06-16--19,2
2014-06-16--20,2
2014-06-16--21,2
2014-06-16--22,2
2014-06-16--23,2
2014-06-17--00,2
2014-06-17--01,2
2014-06-17--02,2
2014-06-17--03,2
2014-06-17--04,2
2014-06-17--05,30
2014-06-17--06,25
2014-06-17--07,6
2014-06-17--08,7
2014-06-17--09,0
2014-06-17--10,0
2014-06-17--11,0
2014-06-17--12,0
2014-06-17--13,0
2014-06-17--14,0
2014-06-17--15,0
2014-06-17--16,0
2014-06-17--17,0
2014-06-17--18,0
2014-06-17--19,0
2014-06-17--20,0
2014-06-17--21,0
2014-06-17--22,0
2014-06-17--23,0
2014-06-18--00,0
2014-06-18--01,0
2014-06-18--02,0
2014-06-18--03,0
2014-06-18--04,0
2014-06-18--05,0
2014-06-18--06,0
2014-06-18--07,0
2014-06-18--08,0
2014-06-18--09,0
2014-06-18--10,9
2014-06-18--11,9
2014-06-18--12,9
2014-06-18--13,9
2014-06-18--14,9
2014-06-18--15,9
2014-06-18--16,9
2014-06-18--17,9
2014-06-18--18,9
2014-06-18--19,9
2014-06-18--20,9
2014-06-18--21,9
2014-06-18--22,9
2014-06-18--23,9
2014-06-19--00,9
2014-06-19--01,9
2014-06-19--02,9
2014-06-19--03,9
2014-06-19--04,9
2014-06-19--05,9
2014-06-19--06,9
2014-06-19--07,9
2014-06-19--08,9
2014-06-19--09,10
2014-06-19--10,10
2014-06-19--11,10
2014-06-19--12,10
2014-06-19--13,6
2014-06-19--14,6
2014-06-19--15,6
2014-06-19--16,6
2014-06-19--17,6
2014-06-19--18,6
2014-06-19--19,6
2014-06-19--20,6
2014-06-19--21,6
2014-06-19--22,6
2014-06-19--23,6
2014-06-20--00,6
2014-06-20--01,6
2014-06-20--02,6
2014-06-20--03,6
2014-06-20--04,6
2014-06-20--05,6
2014-06-20--06,6
2014-06-20--07,6
2014-06-20--08,6
2014-06-20--09,6
2014-06-20--10,6
2014-06-20--11,6
2014-06-20--12,6
2014-06-20--13,10
2014-06-20--14,6
2014-06-20--15,12
2014-06-20--16,13
2014-06-20--17,6
2014-06-20--18,6
2014-06-20--19,6
2014-06-20--20,6
2014-06-20--21,6
2014-06-20--22,6
2014-06-20--23,10
2014-06-21--00,6
2014-06-21--01,6
2014-06-21--02,6
2014-06-21--03,6
2014-06-21--04,6
2014-06-21--05,6
2014-06-21--06,6
2014-06-21--07,6
2014-06-21--08,6
2014-06-21--09,6
2014-06-21--10,6
2014-06-21--11,6
2014-06-21--12,6
2014-06-21--13,6
2014-06-21--14,6
2014-06-21--15,6
2014-06-21--16,9
2014-06-21--17,14
2014-06-21--18,11
2014-06-21--19,11
2014-06-21--20,11
2014-06-21--21,17
2014-06-21--22,6
2014-06-21--23,6
2014-06-22--00,6
2014-06-22--01,6
2014-06-22--02,6
2014-06-22--03,6
2014-06-22--04,6
2014-06-22--05,6
2014-06-22--06,6
2014-06-22--07,6
2014-06-22--08,6
2014-06-22--09,6
2014-06-22--10,6
2014-06-22--11,6
2014-06-22--12,6
2014-06-22--13,6
2014-06-22--14,6
2014-06-22--15,11
2014-06-22--16,11
2014-06-22--17,7
2014-06-22--18,7
2014-06-22--19,7
2014-06-22--20,7
2014-06-22--21,7
2014-06-22--22,7
2014-06-22--23,7
2014-06-23--00,7
2014-06-23--01,7
2014-06-23--02,7
2014-06-23--03,7
2014-06-23--04,7
2014-06-23--05,7
2014-06-23--06,7
2014-06-23--07,7
2014-06-23--08,8
2014-06-23--09,6
2014-06-23--10,6
2014-06-23--11,0
2014-06-23--12,6
2014-06-23--13,6
2014-06-23--14,6
2014-06-23--15,11
2014-06-23--16,0
2014-06-23--17,0
2014-06-23--18,0
2014-06-23--19,0
2014-06-23--20,0
2014-06-23--21,0
2014-06-23--22,0
2014-06-23--23,0
2014-06-24--00,0
2014-06-24--01,0
2014-06-24--02,0
2014-06-24--03,0
2014-06-24--04,0
2014-06-24--05,0
2014-06-24--06,0
2014-06-24--07,0
2014-06-24--08,0
2014-06-24--09,19
2014-06-24--10,10
2014-06-24--11,10
2014-06-24--12,20
2014-06-24--13,7
2014-06-24--14,7
2014-06-24--15,6
2014-06-24--16,8
2014-06-24--17,6
2014-06-24--18,6
2014-06-24--19,6
2014-06-24--20,6
2014-06-24--21,6
2014-06-24--22,6
2014-06-24--23,6
2014-06-25--00,6
2014-06-25--01,6
2014-06-25--02,6
2014-06-25--03,6
2014-06-25--04,6
2014-06-25--05,10
2014-06-25--06,10
2014-06-25--07,10
2014-06-25--08,10
2014-06-25--09,10
2014-06-25--10,11
2014-06-25--11,11
2014-06-25--12,10
2014-06-25--13,10
2014-06-25--14,10
2014-06-25--15,10
2014-06-25--16,10
2014-06-25--17,10
2014-06-25--18,10
2014-06-25--19,10
2014-06-25--20,10
2014-06-25--21,10
2014-06-25--22,10
2014-06-25--23,10
2014-06-26--00,10
2014-06-26--01,10
2014-06-26--02,10
2014-06-26--03,10
2014-06-26--04,10
2014-06-26--05,10
2014-06-26--06,10
2014-06-26--07,10
2014-06-26--08,10
2014-06-26--09,10
2014-06-26--10,10
2014-06-26--11,10
2014-06-26--12,10
2014-06-26--13,12
2014-06-26--14,8
2014-06-26--15,9
2014-06-26--16,6
2014-06-26--17,9
2014-06-26--18,9
2014-06-26--19,9
2014-06-26--20,9
2014-06-26--21,9
2014-06-26--22,9
2014-06-26--23,9
2014-06-27--00,9
2014-06-27--01,9
2014-06-27--02,9
2014-06-27--03,9
2014-06-27--04,9
2014-06-27--05,9
2014-06-27--06,9
2014-06-27--07,9
2014-06-27--08,9
2014-06-27--09,9
2014-06-27--10,9
2014-06-27--11,9
2014-06-27--12,9
2014-06-27--13,6
2014-06-27--14,6
2014-06-27--15,9
2014-06-27--16,15
2014-06-27--17,6
2014-06-27--18,6
2014-06-27--19,6
2014-06-27--20,6
2014-06-27--21,6
2014-06-27--22,6
2014-06-27--23,6
2014-06-28--00,6
2014-06-28--01,6
2014-06-28--02,6
2014-06-28--03,6
2014-06-28--04,6
2014-06-28--05,10
2014-06-28--06,10
2014-06-28--07,10
2014-06-28--08,10
2014-06-28--09,10
2014-06-28--10,10
2014-06-28--11,10
2014-06-28--12,10
2014-06-28--13,6
2014-06-28--14,6
2014-06-28--15,8
2014-06-28--16,13
2014-06-28--17,11
2014-06-28--18,6
2014-06-28--19,12
2014-06-28--20,7
2014-06-28--21,6
2014-06-28--22,6
2014-06-28--23,6
2014-06-29--00,6
2014-06-29--01,6
2014-06-29--02,6
2014-06-29--03,6
2014-06-29--04,6
2014-06-29--05,6
2014-06-29--06,0
2014-06-29--07,0
2014-06-29--08,0
2014-06-29--09,0
2014-06-29--10,0
2014-06-29--11,0
2014-06-29--12,0
2014-06-29--13,0
2014-06-29--14,0
2014-06-29--15,0
2014-06-29--16,0
2014-06-29--17,0
2014-06-29--18,0
2014-06-29--19,0
2014-06-29--20,0
2014-06-29--21,0
2014-06-29--22,0
2014-06-29--23,0
2014-06-30--00,0
2014-06-30--01,0
2014-06-30--02,0
2014-06-30--03,0
2014-06-30--04,0
2014-06-30--05,0
2014-06-30--06,0
2014-06-30--07,0
2014-06-30--08,0
2014-06-30--09,0
2014-06-30--10,0
2014-06-30--11,10
2014-06-30--12,10
2014-06-30--13,6
2014-06-30--14,6
2014-06-30--15,10
2014-06-30--16,6
2014-06-30--17,6
2014-06-30--18,6
2014-06-30--19,6
2014-06-30--20,6
2014-06-30--21,6
2014-06-30--22,6
2014-06-30--23,6
2014-07-01--00,6
2014-07-01--01,6
2014-07-01--02,6
2014-07-01--03,6
2014-07-01--04,6
2014-07-01--05,6
2014-07-01--06,6
2014-07-01--07,6
2014-07-01--08,6
2014-07-01--09,6
2014-07-01--10,6
2014-07-01--11,31
2014-07-01--12,31
2014-07-01--13,31
2014-07-01--14,31
2014-07-01--15,31
2014-07-01--16,2
2014-07-01--17,35
2014-07-01--18,35
2014-07-01--19,35
2014-07-01--20,31
2014-07-01--21,36
2014-07-01--22,36
2014-07-01--23,36
2014-07-02--00,36
2014-07-02--01,36
2014-07-02--02,36
2014-07-02--03,36
2014-07-02--04,36
2014-07-02--05,36
2014-07-02--06,36
2014-07-02--07,36
2014-07-02--08,36
2014-07-02--09,37
2014-07-02--10,35
2014-07-02--11,35
2014-07-02--12,35
2014-07-02--13,35
2014-07-02--14,35
2014-07-02--15,35
2014-07-02--16,47
2014-07-02--17,38
2014-07-02--18,35
2014-07-02--19,35
2014-07-02--20,35
2014-07-02--21,35
2014-07-02--22,35
2014-07-02--23,35
2014-07-03--00,35
2014-07-03--01,35
2014-07-03--02,35
2014-07-03--03,35
2014-07-03--04,35
2014-07-03--05,35
2014-07-03--06,35
2014-07-03--07,35
2014-07-03--08,35
2014-07-03--09,35
2014-07-03--10,35
2014-07-03--11,35
2014-07-03--12,44
2014-07-03--13,33
2014-07-03--14,37
2014-07-03--15,37
2014-07-03--16,42
2014-07-03--17,37
2014-07-03--18,31
2014-07-03--19,32
2014-07-03--20,32
2014-07-03--21,32
2014-07-03--22,32
2014-07-03--23,32
2014-07-04--00,32
2014-07-04--01,32
2014-07-04--02,32
2014-07-04--03,32
2014-07-04--04,32
2014-07-04--05,32
2014-07-04--06,32
2014-07-04--07,32
2014-07-04--08,32
2014-07-04--09,32
2014-07-04--10,31
2014-07-04--11,31
2014-07-04--12,31
2014-07-04--13,31
2014-07-04--14,31
2014-07-04--15,31
2014-07-04--16,31
2014-07-04--17,31
2014-07-04--18,31
2014-07-04--19,31
2014-07-04--20,31
2014-07-04--21,31
2014-07-04--22,31
2014-07-04--23,31
2014-07-05--00,31
2014-07-05--01,31
2014-07-05--02,31
2014-07-05--03,31
2014-07-05--04,31
2014-07-05--05,31
2014-07-05--06,31
2014-07-05--07,31
2014-07-05--08,31
2014-07-05--09,31
2014-07-05--10,31
2014-07-05--11,31
2014-07-05--12,31
2014-07-05--13,29
2014-07-05--14,31
2014-07-05--15,31
2014-07-05--16,31
2014-07-05--17,31
2014-07-05--18,31
2014-07-05--19,31
2014-07-05--20,31
2014-07-05--21,31
2014-07-05--22,31
2014-07-05--23,31
2014-07-06--00,31
2014-07-06--01,0
2014-07-06--02,0
2014-07-06--03,0
2014-07-06--04,0
2014-07-06--05,0
2014-07-06--06,0
2014-07-06--07,0
2014-07-06--08,0
2014-07-06--09,0
2014-07-06--10,0
2014-07-06--11,0
2014-07-06--12,0
2014-07-06--13,0
2014-07-06--14,0
2014-07-06--15,0
2014-07-06--16,0
2014-07-06--17,31
2014-07-06--18,31
2014-07-06--19,31
2014-07-06--20,31
2014-07-06--21,31
2014-07-06--22,31
2014-07-06--23,31
2014-07-07--00,0
2014-07-07--01,0
2014-07-07--02,0
2014-07-07--03,0
2014-07-07--04,0
2014-07-07--05,0
2014-07-07--06,0
2014-07-07--07,0
2014-07-07--08,0
2014-07-07--09,0
2014-07-07--10,0
2014-07-07--11,0
2014-07-07--12,25
2014-07-07--13,27
2014-07-07--14,0
2014-07-07--15,0
2014-07-07--16,0
2014-07-07--17,0
2014-07-07--18,0
2014-07-07--19,0
2014-07-07--20,0
2014-07-07--21,0
2014-07-07--22,0
2014-07-07--23,0
